Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
cav_upgrade_iii;Cavalry Tactics III;;;;;;;;;;;;;
cav_upgrade_iii_desc; ;;;;;;;;;;;;;
cav_upgrade_iv;Cavalry Tactics IV;;;;;;;;;;;;;
cav_upgrade_iv_desc; ;;;;;;;;;;;;;
mounted_armnament_i;Mounted Armament I;;;;;;;;;;;;;
mounted_armnament_i_desc; ;;;;;;;;;;;;;
mounted_armnament_ii;Mounted Armament II;;;;;;;;;;;;;
mounted_armnament_ii_desc; ;;;;;;;;;;;;;
mounted_armnament_iii;Mounted Armament III;;;;;;;;;;;;;
mounted_armnament_iii_desc; ;;;;;;;;;;;;;
horse_deplition;Fine Breed Crisis;;;;;;;;;;;;;
horse_deplition_desc; ;;;;;;;;;;;;;
war_academies;War Academies;;;;;;;;;;;;;
war_academies_desc; ;;;;;;;;;;;;;
revolutionary_mass_recruitment;Revolutionary Mass Recruitment;;;;;;;;;;;;;
revolutionary_mass_recruitment_desc; ;;;;;;;;;;;;;
warship_convoys;Warship Convoys;;;;;;;;;;;;; 
warship_convoys_desc; ;;;;;;;;;;;;;
line_ahead_doctrine;Line Ahead Doctrine;
line_ahead_doctrine_desc; ;;;;;;;;;;;;;
command_of_the_sea_doctrine;Command Of The Sea Doctrine;;;;;;;;;;;;;
command_of_the_sea_doctrine_desc; ;;;;;;;;;;;;;
breaking_the_line_doctrine;Breaking The Line Doctrine;;;;;;;;;;;;;
breaking_the_line_doctrine_desc ; ;;;;;;;;;;;;;
naval_manoeuvring;Naval Manoeuvring;;;;;;;;;;;;;
naval_manoeuvring_desc; ;;;;;;;;;;;;;
the_nelson_touch;The Nelson Touch;;;;;;;;;;;;;
the_nelson_touch_desc; ;;;;;;;;;;;;;
clipper_shipyard_construction;Clipper Shipyard Constriction;;;;;;;;;;;;;
clipper_shipyard_construction_desc; ;;;;;;;;;;;;;
building_station_shipyards;Building Station Shipyards;;;;;;;;;;;;;
building_station_shipyards_desc; ;;;;;;;;;;;;;
eastindiamen;East Indiamen;;;;;;;;;;;;;
eastindiamen_desc; ;;;;;;;;;;;;;
three_deckers;Three-Deckers;;;;;;;;;;;;;
three_deckers_desc; ;;;;;;;;;;;;;
razees;Razees;;;;;;;;;;;;;
razees_desc; ;;;;;;;;;;;;;
seventy_four;Seventy-Four;;;;;;;;;;;;;
seventy_four_desc; ;;;;;;;;;;;;;
heavy_frigate;Heavy Frigate;;;;;;;;;;;;;
heavy_frigate_desc; ;;;;;;;;;;;;;
great_frigate;Great Frigate;;;;;;;;;;;;;
great_frigate_desc; ;;;;;;;;;;;;;
limes;Limes;;;;;;;;;;;;;
limes_desc; ;;;;;;;;;;;;;
heavy_first_rate;Heavy First Rate;;;;;;;;;;;;;
steam_boat;Steamboat;;;;;;;;;;;;;
steam_boat_desc; ;;;;;;;;;;;;;
naval_engineering_i;Naval Engineering I;;;;;;;;;;;;;
naval_engineering_i_desc; ;;;;;;;;;;;;;
improved_ship_of_the_line;Improved Ship Of The Line;;;;;;;;;;;;;
improved_ship_of_the_line_desc; ;;;;;;;;;;;;;
naval_engineering_ii;Naval Engineering II;;;;;;;;;;;;;
naval_engineering_ii_desc; ;;;;;;;;;;;;;
improved_three_decker_design;Improved Three-Decker Design;;;;;;;;;;;;;
naval_engineering_iii;Naval Engineering III;;;;;;;;;;;;;
naval_engineering_iii_desc; ;;;;;;;;;;;;;
improved_seventy_four_design_i;Improved Seventy-Four Design I;;;;;;;;;;;;;
improved_seventy_four_design_i_desc; ;;;;;;;;;;;;;
naval_engineering_iv;Naval Engineering IV;;;;;;;;;;;;;
naval_engineering_iv_desc; ;;;;;;;;;;;;;
improved_seventy_four_design_ii;Improved Seventy-Four Design II;;;;;;;;;;;;;
improved_seventy_four_design_ii_desc; ;;;;;;;;;;;;;
naval_engineering_v;Naval Engineering V;;;;;;;;;;;;;
naval_engineering_v_desc; ;;;;;;;;;;;;;
improved_seventy_four_design_iii;Improved Seventy-Four Design III;;;;;;;;;;;;;
improved_seventy_four_design_iii_desc; ;;;;;;;;;;;;;
naval_engineering_vi;Naval Engineering VI;;;;;;;;;;;;;
naval_engineering_vi_desc; ;;;;;;;;;;;;;
improved_heavy_first_rate_design_i;Improved Heavy First Rate Design I;;;;;;;;;;;;;
improved_heavy_first_rate_design_i_desc; ;;;;;;;;;;;;;
naval_engineering_vii;Naval Engineering VII;;;;;;;;;;;;;
naval_engineering_vii_desc; ;;;;;;;;;;;;;
improved_heavy_first_rate_design_ii;Improved Heavy First Rate Design II;;;;;;;;;;;;;
boarding_techniques_i;Boarding Techniques I;;;;;;;;;;;;;
boarding_techniques_i_desc; ;;;;;;;;;;;;;
archipelago_fleet;Archinpelago Fleet;;;;;;;;;;;;;
archipelago_fleet_desc; ;;;;;;;;;;;;;
boarding_techniques_ii;Boarding Techniques II;;;;;;;;;;;;;
boarding_techniques_ii_desc; ;;;;;;;;;;;;;
improved_razee;Improved Razee Design I;;;;;;;;;;;;;
improved_razee_desc; ;;;;;;;;;;;;;
boarding_techniques_iii;Boarding Techniques III;;;;;;;;;;;;;
boarding_techniques_iii_desc; ;;;;;;;;;;;;;
archipelago_razee;Improved Razee Design II;;;;;;;;;;;;;
archipelago_razee_desc; ;;;;;;;;;;;;;
boarding_techniques_iv;Boarding Techniques IV;;;;;;;;;;;;;
boarding_techniques_iv_desc; ;;;;;;;;;;;;;
the_archipelago_frigate;Improved Heavy Frigate Design I;;;;;;;;;;;;;
the_archipelago_frigate_desc; ;;;;;;;;;;;;;
boarding_techniques_v;Boarding Techniques V;;;;;;;;;;;;;
boarding_techniques_v_desc; ;;;;;;;;;;;;;
midshipmen_cadets;Midshipmen Cadets;;;;;;;;;;;;;
midshipmen_cadets_desc; ;;;;;;;;;;;;;
boarding_techniques_vi;Boarding Techniques VI;;;;;;;;;;;;;
boarding_techniques_vi_desc; ;;;;;;;;;;;;;
light_naval_engineering_i;Improved Heavy Frigate Design II;;;;;;;;;;;;;
light_naval_engineering_i_desc; ;;;;;;;;;;;;;
boarding_techniques_vii;Boarding Techniques VII;;;;;;;;;;;;;
boarding_techniques_vii_desc; ;;;;;;;;;;;;;
improved_steamboat;Improved Steamboat;;;;;;;;;;;;;
improved_steamboat_desc; ;;;;;;;;;;;;;
